ISO_3,Country,Region,title,authors,source,doi,author_keywords,publication_year,horizon_year,model,scopus_number,WOS_number,Energy efficiency,Climate change,Power,Vehicle,Cement,Forest,Steel/Iron,Buildings,Water,Air Pollution,Electricity,CCS,Transport,Policy-Dvlpt-Eco,Agriculture,Tax,Heat Pump,Consumption,Scenario,Wind/Solar,Costs,Coal,Nuclear,Fuel,Renewable Energies,Flood Risk,Technology,Bioenergy,Urban,Hydrogen,Permit market,Drought,Crop yield,Peak,Oil,Land Use,Target/INDC,Waste,System
CHN,China,Asia,Impacts of different low-carbon development pathways on water consumption in China based on input-output analysis,"Ding X., Wang S., Chen B.",Energy Procedia,10.1016/j.egypro.2017.12.454,Climate change; Input-output analysis; Low-carbon scenario; Water management,2017,2050,Input-Output,2-s2.0-85041516427,WOS:000452901603045,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Inequality of carbon intensity: Empirical analysis of China 2000-2014,"Li R., Jiang X.-T.",Sustainability (Switzerland),10.3390/su9050711,Carbon intensity; China; Dagum Gini coefficient; Disparity; National and sub-national level,2017,2030,NA,2-s2.0-85019155521,WOS:000404127800036,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Insights on China's climate change policies,"Zhu Q., Wang J.",Geopolitics of Energy,NA,NA,2017,2025,NA,2-s2.0-85016782319,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHN,China,Asia,Integrating regional climate change into allometric equations for estimating tree aboveground biomass of Masson pine in China,"Fu L., Lei X., Hu Z., Zeng W., Tang S., Marshall P., Cao L., Song X., Yu L., Liang J.",Annals of Forest Science,10.1007/s13595-017-0636-z,Climate change; Climate-sensitive aboveground biomass model; Dummy variable approach; Masson pine; Nonlinear mixed-effects model; Subtropical China,2017,2080,NA,2-s2.0-85019433179,WOS:000405798400012,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Interactions between market reform and a carbon price in China's power sector,"Teng F., Jotzo F., Wang X.",Economics of Energy and Environmental Policy,10.5547/2160-5890.6.1.ften,Climate change; Electricity reform; Emission trading scheme; Policy interaction,2017,2030,NA,2-s2.0-85028649943,WOS:000410019000004,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHN,China,Asia,Is China's target of a 40-45% reduction in carbon dioxide emission plausible?,"Bosupeng, M",ENVIRONMENTAL & SOCIO-ECONOMIC STUDIES,10.1515/environ-2017-0005,carbon dioxide emissions; economic growth; green taxation; energy consumption,2017,2025,NA,NA,WOS:000418164400005,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHN,China,Asia,Mapping urban CO2 emissions using DMSP/OLS ‘city lights’ satellite data in China,"Wang Y., Li G.",Environment and Planning A,10.1177/0308518X16656374,cartogram; CO2 emissions; DMSP/OLS light satellite data,2017,2030,NA,2-s2.0-85011588906,WOS:000396922700002,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Mitigating ammonia emission from agriculture reduces PM2.5 pollution in the Hai River Basin in China,"Zhao Z.Q., Bai Z.H., Winiwarter W., Kiesewetter G., Heyes C., Ma L.",Science of the Total Environment,10.1016/j.scitotenv.2017.07.240,Air pollution; Atmospheric model; Beijing-Tianjin-Hebei region; Nitrogen; PM2.5 concentration,2017,2030,GAINS,2-s2.0-85026780999,WOS:000410352900119,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,"Mode, technology, energy consumption, and resulting CO2 emissions in China's transport sector up to 2050","Wang H., Ou X., Zhang X.",Energy Policy,10.1016/j.enpol.2017.07.010,Bottom-up model; China; CO2 emissions; Discrete-choice method; Transport energy,2017,2050,NA,2-s2.0-85026666091,WOS:000412034400070,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHN,China,Asia,"Modeling spatial and temporal variability of the impact of climate change on rice irrigation water requirements in the middle and lower reaches of the Yangtze River, China","Ding, YM; Wang, WG; Song, RM; Shao, QX; Jiao, XY; Xing, WQ",AGRICULTURAL WATER MANAGEMENT,10.1016/j.agwat.2017.08.008,Rice; Climate change; Effective temperature; Irrigation scheduling; Water balance; Irrigation water requirement,2017,2100,NA,NA,WOS:000412255400008,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHN,China,Asia,Near-term analysis of a roll-out strategy to introduce fuel cell vehicles and hydrogen stations in Shenzhen China,"Xu X., Xu B., Dong J., Liu X.",Applied Energy,10.1016/j.apenergy.2016.11.048,Capital investment; Fuel cell vehicle; Hydrogen price; Hydrogen station; Roll-out strategy; Shenzhen,2017,2025,NA,2-s2.0-85006887657,WOS:000401048000021,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CHN,China,Asia,On-road vehicle emissions and their control in China: A review and outlook,"Wu Y., Zhang S., Hao J., Liu H., Wu X., Hu J., Walsh M.P., Wallington T.J., Zhang K.M., Stevanovic S.",Science of the Total Environment,10.1016/j.scitotenv.2016.09.040,Air pollution; China; Emission control; Policy; Vehicle emissions,2017,2030,NA,2-s2.0-84987968790,WOS:000389090100034,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Overview of wind power in China: Status and future,"Yang J., Liu Q., Li X., Cui X.",Sustainability (Switzerland),10.3390/su9081454,"China; GM(1,1); Sustainable development; Wind energy distribution; Wind power generation",2017,2025,NA,2-s2.0-85027723665,WOS:000408861800168,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Ozone and haze pollution weakens net primary productivity in China,"Yue X., Unger N., Harper K., Xia X., Liao H., Zhu T., Xiao J., Feng Z., Li J.",Atmospheric Chemistry and Physics,10.5194/acp-17-6073-2017,NA,2017,2030,NA,2-s2.0-85019603606,WOS:000401432200006,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHN,China,Asia,Pathway and policy analysis to China’s deep decarbonization,"Liu Q., Chen Y., Teng F., Tian C., Zheng X., Zhao X.",Chinese Journal of Population Resources and Environment,10.1080/10042857.2017.1286753,Carbon dioxide emissions; deep decarbonization pathway; emission peak; policy suggestions,2017,2050,NA,2-s2.0-85012287006,WOS:000396693400005,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,"Pathways for energy conservation and emissions mitigation in road transport up to 2030: A case study of the Jing-Jin-Ji area, China","Du H., Liu D., Southworth F., Ma S., Qiu F.",Journal of Cleaner Production,10.1016/j.jclepro.2017.06.054,COPERT model; Emission mitigation; Jing-Jin-Ji area; Policy scenarios; Road transport,2017,2030,NA,2-s2.0-85024095158,WOS:000407185500078,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Peaking China's CO2 emissions: Trends to 2030 and mitigation potential,"Liu Q., Gu A., Teng F., Song R., Chen Y.",Energies,10.3390/en10020209,China; Emission peaking; Mitigation,2017,2050,NA,2-s2.0-85014063185,WOS:000395469200063,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHN,China,Asia,Projected Changes of Future Extreme Drought Events under Numerous Drought Indices in the Heilongjiang Province of China,"Khan M.I., Liu D., Fu Q., Saddique Q., Faiz M.A., Li T., Qamar M.U., Cui S., Cheng C.",Water Resources Management,10.1007/s11269-017-1716-4,Drought extremes; GCMs; Projected changes; Reconnaissance drought index; Warming trend,2017,2099,NA,2-s2.0-85019694897,WOS:000407831200014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CHN,China,Asia,Projected changes in temperature extremes in china using PRECIS,"Zhang Y., Fu L., Pan J., Xu Y.",Atmosphere,10.3390/atmos8010015,China; Extreme temperature; Global warming; PRECIS; RCM; RCP scenarios,2017,2099,NA,2-s2.0-85011022722,WOS:000396165100014,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Projections of NH3 emissions from manure generated by livestock production in China to 2030 under six mitigation scenarios,"Xu P., Koloutsou-Vakakis S., Rood M.J., Luan S.",Science of the Total Environment,10.1016/j.scitotenv.2017.06.258,Ammonia emissions; Livestock manure; Mitigation scenarios; Policies analysis; Uncertainty,2017,2030,NA,2-s2.0-85021632247,WOS:000408755300009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Projections of atmospheric mercury emission trends in China's nonferrous metalsing industry,"Wu Q.-R., Wang S.-X., Wang Y.-J.",Zhongguo Huanjing Kexue/China Environmental Science,NA,Atmospheric mercury; Emission trend; Nonferrous metal smelting; Projection,2017,2030,NA,2-s2.0-85031303171,NA,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Provincial decomposition of China's 2030 carbon dioxide emission peak target from the perspective of efficiency: Research on the zero sum gains DEA model,"Wang Y., Jia W., Bi Y.",Huanjing Kexue Xuebao/Acta Scientiae Circumstantiae,10.13671/j.hjkxxb.2017.0348,Carbon dioxide emission peak; Efficiency; Provincial decomposition; The zero sum gains DEA model,2017,2030,NA,2-s2.0-85047802612,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CHN,China,Asia,Quantifying the impacts of agricultural management and climate change on soil organic carbon changes in the uplands of Eastern China,"Zhang L., Wang G., Zheng Q., Liu Y., Yu D., Shi X., Xing S., Chen H., Fan X.",Soil and Tillage Research,10.1016/j.still.2017.06.005,Agricultural management; High-resolution soil database; Soil organic carbon,2017,2039,NA,2-s2.0-85021299145,WOS:000412265800009,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CHN,China,Asia,Quantifying the impacts of decarbonisation in China's cement sector: A perspective from an integrated assessment approach,"Li N., Ma D., Chen W.",Applied Energy,10.1016/j.apenergy.2015.12.112,Cement sector; China TIMES model; Decarbonisation; Roadmap; Stock-based model,2017,2050,MARKAL,2-s2.0-84954288345,WOS:000390494800085,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,"Quantitative analysis of the water-energy-climate nexus in Shanxi Province, China","Zhu, YN; Zhao, Y; Li, HH; Wang, LZ; Li, L; Jiang, S",PROCEEDINGS OF THE 9TH INTERNATIONAL CONFERENCE ON APPLIED ENERGY,10.1016/j.egypro.2017.12.164,Water resources; Energy security; Climate change; Coupled land surface-hydrology model; Shanxi energy bases,2017,2050,NA,NA,WOS:000452901602076,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CHN,China,Asia,"Quantitative assessment of industrial VOC emissions in China: Historical trend, spatial distribution, uncertainties, and projection","Zheng C., Shen J., Zhang Y., Huang W., Zhu X., Wu X., Chen L., Gao X., Cen K.",Atmospheric Environment,10.1016/j.atmosenv.2016.11.023,Control technologies; Distribution; Emission inventory; Industrial VOCs; Scenario,2017,2050,NA,2-s2.0-84999025985,WOS:000392770700012,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Renewable energy: Key factor of China's energy revolution,Shen W.,IOP Conference Series: Earth and Environmental Science,10.1088/1755-1315/100/1/012154,NA,2017,2030,NA,2-s2.0-85039454558,WOS:000446442600154,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHN,China,Asia,Research on Chinese Solar Photovoltaic Development Based on Green-trading Mechanisms in Power System by Using a System Dynamics Model,"Lyu H., Li H., Wallin F., Xv B.",Energy Procedia,10.1016/j.egypro.2017.03.823,Feed in tarrif; Renewable portfolio standard; Solar PV; Tradable green certificate,2017,2030,NA,2-s2.0-85020757757,WOS:000404967904010,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CHN,China,Asia,Research on the efficiency of carbon trading market in China,"Zhao X.-G., Wu L., Li A.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2017.05.034,Carbon trading market; Carbon trading system; Economic performance; Efficient markets hypothesis; Market efficiency,2017,2030,NA,2-s2.0-85019183402,WOS:000410011500001,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHN,China,Asia,Scenario Analysis on CO2-equivalent Emissions from Alternative Mobile Air Conditioning Refrigerants in China,"Zhiyi Y., Tianduo P., Xunmin O.",Energy Procedia,10.1016/j.egypro.2017.12.201,Alternative refrigerants; China; CO2-equivalent emission; Mobile air conditioning; Secenario analysis,2017,2050,NA,2-s2.0-85041547133,WOS:000452901602119,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHN,China,Asia,Scenario analysis of CO2 emissions from China's electric power industry,"Meng M., Jing K., Mander S.",Journal of Cleaner Production,10.1016/j.jclepro.2016.10.157,China; CO2 emissions; Electric power industry; Scenario analysis,2017,2030,NA,2-s2.0-85003781976,WOS:000391516300064,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Scenario analysis on resource and environmental benefits of imported steel scrap for China's steel industry,"Xuan Y., Yue Q.","Resources, Conservation and Recycling",10.1016/j.resconrec.2016.12.011,Imported steel scrap; Resource and environmental benefits; Scenario analysis; Subsystem input-output model,2017,2068,Input-Output,2-s2.0-85008506969,WOS:000395616300017,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CHN,China,Asia,Scenario prediction of energy consumption and CO2 emissions in China's machinery industry,"Lin B., Liu W.",Sustainability (Switzerland),10.3390/su9010087,China's machinery industry; Cointegration; Energy conservation; Monte Carlo simulation,2017,2025,NA,2-s2.0-85011074061,WOS:000394842700086,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHN,China,Asia,"Scenarios prediction for emissions of SO2, NOx in the year of 2020 and 2030 in China","Yu Z., Cao G., An W., Meng X.",Chinese Journal of Environmental Engineering,10.12030/j.cjee.201510238,Energy consumption; Scenario analysis; SO2 and NOx; Total emissions,2017,2030,NA,2-s2.0-85021765811,NA,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHN,China,Asia,"Sectoral energy-carbon nexus and low-carbon policy alternatives: A case study of Ningbo, China","Yang D., Liu B., Ma W., Guo Q., Li F., Yang D.",Journal of Cleaner Production,10.1016/j.jclepro.2017.04.068,Energy saving; GHG emissions; LEAP; Low-carbon city; Scenarios,2017,2050,LEAP,2-s2.0-85019157372,WOS:000403028500045,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Simulation on the future change of soil organic carbon from phaeozems under different management practices in northeast China,"Zhang M., Zhang J., Liu M., Guo L., Ma F., Xie L., Xu M., Yun A.",Sustainability (Switzerland),10.3390/su9071129,Climate scenario RCP4.5; No-tillage; Phaeozem; Soil organic carbon (SOC),2017,2100,NA,2-s2.0-85021665791,WOS:000406709500058,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHN,China,Asia,Solid wastes utilization in the iron and steel industry in China: towards sustainability,"Sun Y., Wang H., Liu L., Wang X.","Transactions of the Institutions of Mining and Metallurgy, Section C: Mineral Processing and Extractive Metallurgy",10.1080/03719553.2016.1258170,blast furnace slags; iron tailings; solid wastes; Steel industry; steel slags,2017,2030,NA,2-s2.0-85010678607,WOS:000396548700006,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
CHN,China,Asia,Spatio-temporal variations in the areas suitable for the cultivation of rice and maize in China under future climate scenarios,"Zhang Y., Wang Y., Niu H.",Science of the Total Environment,10.1016/j.scitotenv.2017.05.232,China; Climate change; Cultivation areas; Maize; Representative concentration pathways; Rice,2017,2100,NA,2-s2.0-85019749815,WOS:000406294900053,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CHN,China,Asia,Spatiotemporal change and trend analysis of potential evapotranspiration over the Loess Plateau of China during 2011–2100,"Peng S., Ding Y., Wen Z., Chen Y., Cao Y., Ren J.",Agricultural and Forest Meteorology,10.1016/j.agrformet.2016.11.129,Delta downscaling; Hargreaves model; Loess plateau; Mann–Kendall trend test; Potential evapotranspiration; Sen's slope estimator,2017,2100,NA,2-s2.0-85001022578,WOS:000393259400017,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,Sustainable development of China's energy intensive industries: From the aspect of carbon dioxide emissions reduction,"Lin B., Tan R.",Renewable and Sustainable Energy Reviews,10.1016/j.rser.2017.04.042,Carbon dioxide emissions reduction; China's energy intensive industries; Cointegration method; Kaya identity; LMDI method,2017,2030,NA,2-s2.0-85018479570,WOS:000404704500029,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,System Optimization and Co-benefit Analysis of China's Deep De-carbonization Effort towards its INDC Target,"Yang X., Teng F., Wang X., Zhang Q.",Energy Procedia,10.1016/j.egypro.2017.03.754,China-MAPLE; co-benefit; deep decarbonnization; INDC target,2017,2030,NA,2-s2.0-85020735898,WOS:000404967903062,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
CHN,China,Asia,The China’s Current Situation of Energy-intensive Sectors and its Progress in Carbon Emission Reduction,"Toirova, Mubina; Pak, Insop",The Journal of Foreign Studies,10.15755/jfs.2017.39.413,Chinese Steel Industry; Climate Change; Greenhouse Gas Emissions; Carbon Market,2017,2040,NA,NA,KJD:ART002208495,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHN,China,Asia,The Impact of CCS Readiness on the Evolution of China's Electric Power Sector,"Dahowski R.T., Davidson C.L., Yu S., Horing J.D., Wei N., Clarke L.E., Bender S.R.",Energy Procedia,10.1016/j.egypro.2017.03.1817,CCS; China; COP-21; GCAM; INDC; power sector; technological readiness,2017,2100,GCAM,2-s2.0-85029642810,WOS:000419147306087,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHN,China,Asia,The consequence of energy policies in China: A case study of the iron and steel sector,"Wang, YF; Li, HM; Song, QJ; Qi, Y",RESOURCES CONSERVATION AND RECYCLING,10.1016/j.resconrec.2015.07.007,Iron and steel sector; Energy efficiency policies; Policy assessment,2017,2030,NA,NA,WOS:000390073600007,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CHN,China,Asia,"The deployment of low carbon technologies in energy intensive industries: A macroeconomic analysis for Europe, China and India","Nabernegg S., Bednar-Friedl B., Wagner F., Schinko T., Cofala J., Clement Y.M.",Energies,10.3390/en10030360,Computable general equilibrium analysis; Decarbonization; Energy intensive industry; International trade; Rebound effect,2017,2030,CGE,2-s2.0-85035049327,WOS:000398736700100,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
CHN,China,Asia,The effects of carbon reduction on sectoral competitiveness in China: A case of Shanghai,"Tian X., Dai H., Geng Y., Huang Z., Masui T., Fujita T.",Applied Energy,10.1016/j.apenergy.2017.04.026,Carbon reduction; Carbon tax; Computable general equilibrium model; Industry competitiveness; Shanghai,2017,2030,CGE,2-s2.0-85018494915,WOS:000401594300022,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,The future of coal in China,"Zhang X., Winchester N., Zhang X.",Energy Policy,10.1016/j.enpol.2017.07.001,Advanced coal technologies; Climate policy; CO2 emissions,2017,2035,NA,2-s2.0-85034609289,WOS:000417660800064,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
CHN,China,Asia,The impact of Emission Trading Scheme (ETS) and the choice of coverage industry in ETS: A case study in China,"Lin B., Jia Z.",Applied Energy,10.1016/j.apenergy.2017.08.098,"Computable General Equilibrium (CGE) model, coverage industry; Emission reduction; Emission Trading Scheme (ETS)",2017,2030,CGE,2-s2.0-85027981314,WOS:000414817100119,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHN,China,Asia,The impact of coordinated policies on air pollution emissions from road transportation in China,"Kishimoto P.N., Karplus V.J., Zhong M., Saikawa E., Zhang X., Zhang X.",Transportation Research Part D: Transport and Environment,10.1016/j.trd.2017.02.012,NA,2017,2030,NA,2-s2.0-85018930064,WOS:000405976700003,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CHN,China,Asia,The impact of electric vehicles and CCS in the context of emission trading scheme in China: A CGE-based analysis,"Li W., Jia Z., Zhang H.",Energy,10.1016/j.energy.2016.11.059,Carbon capture and storage (CCS); CO2reduction; Computable general equilibrium (CGE) model; Electric vehicles (EVs); Emission trading scheme (ETS),2017,2050,CGE,2-s2.0-85006757720,WOS:000393727800066,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHN,China,Asia,"The impacts of U.S. withdrawal from the Paris Agreement on the carbon emission space and mitigation cost of China, EU, and Japan under the constraints of the global carbon emission space","Dai H.-C., Zhang H.-B., Wang W.-T.",Advances in Climate Change Research,10.1016/j.accre.2017.09.003,Carbon emission space; Mitigation cost; U.S. withdrawal from Paris Agreement,2017,2030,CGE,2-s2.0-85031713060,WOS:000422845000003,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
