WOS_number,doc_type,authors,title,source,doi,publication_year,author_keywords,email
WOS:000272373000006,J,"Dooley, JJ; Dahowski, RT; Davidson, CL",The potential for increased atmospheric CO2 emissions and accelerated consumption of deep geologic CO2 storage resources resulting from the large-scale deployment of a CCS-enabled unconventional fossil fuels industry in the US,INTERNATIONAL JOURNAL OF GREENHOUSE GAS CONTROL,10.1016/j.ijggc.2009.08.004,2009,Carbon dioxide capture and storage; Coal-to-liquids; Oil shale; Climate change; United States; Unconventional fossil fuels production,
WOS:000275223500034,J,"Bloodworth, AJ; Scott, PW; McEvoy, FM",Digging the backyard: Mining and quarrying in the UK and their impact on future land use,LAND USE POLICY,10.1016/j.landusepol.2009.08.022,2009,Mining; Quarrying; Environment; Planning; Future land use; Regulation,
WOS:000271170300006,J,"Urban, F; Benders, RMJ; Moll, HC",Energy for rural India,APPLIED ENERGY,10.1016/j.apenergy.2009.02.018,2009,Electrification; India; Renewable energy; Climate change; Rural development,
WOS:000271824600068,J,"Pacca, S; Moreira, JR",Historical carbon budget of the brazilian ethanol program,ENERGY POLICY,10.1016/j.enpol.2009.06.072,2009,Greenhouse gas emission mitigation; Land use change emissions,
WOS:000271824600081,J,"Winkler, H; Hughes, A; Haw, M",Technology learning for renewable energy: Implications for South Africa's long-term mitigation scenarios,ENERGY POLICY,10.1016/j.enpol.2009.06.062,2009,Technology learning; Renewable energy; Climate change mitigation,
WOS:000271433700008,J,"Zhang, C; Wen, ZG; Chen, JN",An integrated model for technology forecasting to reduce pollutant emission in China's pulp industry,RESOURCES CONSERVATION AND RECYCLING,10.1016/j.resconrec.2009.06.008,2009,Technology forecast; Bottom-up modeling; COD reduction; Pulp industry,
MEDLINE:19859094,J,"Metcalfe, Scott; Woodward, Alistair; Macmillan, Alexandra; Baker, Michael; Howden-Chapman, Philippa; Lindsay, Graeme; Hales, Simon; Sinclair, David; Jaine, Richard; Springford, Liz; Holmes, Andrew; Laking, George; Jones, Rhys; Carr, Harriette; Edwards, Richard; Shaw, Caroline; Wells, Susan; Hosking, Jamie; Forde, Andrea; Bismark, Marie; Palmer, Stephen; Keating, Gay; Simpson, Jenny; Highton, Rachel; Dhar, Divya; Kane, Penny",Why New Zealand must rapidly halve its greenhouse gas emissions.,The New Zealand medical journal,,2009,,
WOS:000266129100006,J,"Kannan, R",Uncertainties in key low carbon power generation technologies - Implication for UK decarbonisation targets,APPLIED ENERGY,10.1016/j.apenergy.2009.02.014,2009,Low carbon electricity; Decarbonisation; Uncertainty,
WOS:000270646700016,J,"Proost, S; Delhaye, E; Nijs, W; Van Regemorter, D",Will a radical transport pricing reform jeopardize the ambitious EU climate change objectives?,ENERGY POLICY,10.1016/j.enpol.2009.07.023,2009,Fuel taxes; Climate change; Car technologies,
WOS:000272900500024,J,"Olchev, A; Novenko, E; Desherevskaya, O; Krasnorutskaya, K; Kurbatova, J",Effects of climatic changes on carbon dioxide and water vapor fluxes in boreal forest ecosystems of European part of Russia,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/4/4/045007,2009,SVAT model; H2O and CO2 fluxes; boreal forest ecosystem; climate and vegetation changes; paleoclimatic reconstructions,
WOS:000272900500003,J,"Pielke, RA",Mamizu climate policy: an evaluation of Japanese carbon emissions reduction targets,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/4/4/044001,2009,climate policy; decarbonization; Japan; policy evaluation,
WOS:000269135000027,J,"Li, J",Scaling up concentrating solar thermal technology in China,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,10.1016/j.rser.2009.01.019,2009,Concentrating solar thermal; China; Technology deployment,
WOS:000269308100008,J,"Wang, J; Wang, EL; Luo, QY; Kirby, M",Modelling the sensitivity of wheat growth and water balance to climate change in Southeast Australia,CLIMATIC CHANGE,10.1007/s10584-009-9599-x,2009,,
WOS:000270076600030,J,"Romeo, LM; Calvo, E; Valero, A; De Vita, A",Electricity consumption and CO2 capture potential in Spain,ENERGY,10.1016/j.energy.2009.04.035,2009,Electricity consumption; CO2 emission scenarios; CCS,
WOS:000269283900017,J,"Duke, M; Andrews, D; Anderson, T",The feasibility of long range battery electric cars in New Zealand,ENERGY POLICY,10.1016/j.enpol.2008.10.047,2009,Battery electric vehicles; New Zealand,
WOS:000269283900025,J,"Shukla, PR; Dhar, S; Victor, DG; Jackson, M",Assessment of demand for natural gas from the electricity sector in India,ENERGY POLICY,10.1016/j.enpol.2009.03.067,2009,Gas market; Electricity; Energy modeling,
WOS:000278465800001,J,"Monterroso-Rivas, AI; Gomez-Diaz, JD; Tinoco-Rueda, JA","Hydrologic environmental services under climate change scenarios in the ""El Chico"" National Park, Hidalgo, Mexico",MADERA Y BOSQUES,,2009,Climate change; runoff; Hidalgo State; infiltration; environmental services,
WOS:000271885500012,J,"McDowell, RW; Larned, ST; Houlbrooke, DJ",Nitrogen and phosphorus in New Zealand streams and rivers: control and impact of eutrophication and the influence of land management,NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,10.1080/00288330909510055,2009,algae; dairy; dissolved; land use; periphyton; sheep,
WOS:000269335000033,J,"McDonald, RI; Fargione, J; Kiesecker, J; Miller, WM; Powell, J",Energy Sprawl or Energy Efficiency: Climate Policy Impacts on Natural Habitat for the United States of America,PLOS ONE,10.1371/journal.pone.0006802,2009,,
WOS:000268382400017,J,"Kronenberg, T",The impact of demographic change on energy use and greenhouse gas emissions in Germany,ECOLOGICAL ECONOMICS,10.1016/j.ecolecon.2009.04.016,2009,Demographic change; Energy use; Greenhouse gas emissions; Input-output model,
WOS:000270076000012,J,"Garg, A; Shukla, PR",Coal and energy security for India: Role of carbon dioxide (CO2) capture and storage (CCS),ENERGY,10.1016/j.energy.2009.01.005,2009,Energy security; Coal use; CO2 capture; Storage; Mitigation potential estimation,
WOS:000267417300012,J,"Wang, K; Wang, C; Chen, JN",Analysis of the economic impact of different Chinese climate policy options based on a CGE model incorporating endogenous technological change,ENERGY POLICY,10.1016/j.enpol.2009.03.023,2009,Computable general equilibrium; Mitigation cost; China,
WOS:000268480600047,J,"Whitfield, CJ; Aherne, J; Watmough, SA","Modeling Soil Acidification in the Athabasca Oil Sands Region, Alberta, Canada",ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/es9005652,2009,,
WOS:000268697000011,J,"Dhar, S; Mazumdar, A",Hydrological modelling of the Kangsabati river under changed climate scenario: case study in India,HYDROLOGICAL PROCESSES,10.1002/hyp.7351,2009,hydrology; climate change; hydrological modelling; rainfall; runoff; river flow; water resources development; SWAT model; case study; India,
WOS:000272093900001,J,"Clarke, D; Jablonski, S; Moran, B; Anandarajah, G; Taylor, G",How can accelerated development of bioenergy contribute to the future UK energy mix? Insights from a MARKAL modelling exercise,BIOTECHNOLOGY FOR BIOFUELS,10.1186/1754-6834-2-13,2009,,
WOS:000267806300011,J,"Doesburg, SM; Green, JJ; McDonald, JJ; Ward, LM",Rhythms of Consciousness: Binocular Rivalry Reveals Large-Scale Oscillatory Network Dynamics Mediating Visual Perception,PLOS ONE,10.1371/journal.pone.0006142,2009,,
WOS:000266629000028,J,"Ackerman, F; Stanton, EA; Hope, C; Alberth, S",Did the Stern Review underestimate US and global climate damages?,ENERGY POLICY,10.1016/j.enpol.2009.03.011,2009,Climate change in the United States; PAGE integrated assessment model; Climate impacts,
WOS:000270659300014,J,"Drury, E; Denholm, P; Margolis, RM",The solar photovoltaics wedge: pathways for growth and potential carbon mitigation in the US,ENVIRONMENTAL RESEARCH LETTERS,10.1088/1748-9326/4/3/034010,2009,photovoltaics; solar; carbon reduction; carbon wedge; PV LCA emissions,
WOS:000267417400029,J,"Shammin, MR; Bullard, CW",Impact of cap-and-trade policies for reducing greenhouse gas emissions on US households,ECOLOGICAL ECONOMICS,10.1016/j.ecolecon.2009.03.024,2009,Cap-and-trade; Regressive impact of climate change policy; Carbon tax and rebate; GHG emission reduction; Equity and fairness of climate legislation,
WOS:000208284700006,J,"Bassi, AM; Baer, AE",Quantifying cross-sectoral impacts of investments in climate change mitigation in Ecuador,ENERGY FOR SUSTAINABLE DEVELOPMENT,10.1016/j.esd.2009.05.003,2009,Climate change; T21; Energy model; Energy policy; Ecuador,
WOS:000266546700007,J,"Newcomer, A; Apt, J",Near-Term Implications of a Ban on New Coal-Fired Power Plants in the United States,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/es801729r,2009,,
WOS:000265831600013,J,"Urban, F; Benders, RMJ; Moll, HC",Renewable and low-carbon energies as mitigation options of climate change for China,CLIMATIC CHANGE,10.1007/s10584-009-9553-y,2009,,
WOS:000266657700017,J,"Leite, RCD; Leal, MRLV; Cortez, LAB; Griffin, WM; Scandiffio, MIG",Can Brazil replace 5% of the 2025 gasoline world demand with ethanol?,ENERGY,10.1016/j.energy.2008.11.001,2009,Fuel ethanol; Brazilian potential; Research and development; New technologies; Sugarcane,
WOS:000207998500006,J,"Schaeffer, R; Cohen, C; de Aguiar, ACJ; Faria, GVR",The potential for electricity conservation and carbon dioxide emission reductions in the household sector of Brazil,ENERGY EFFICIENCY,10.1007/s12053-008-9033-7,2009,Electricity conservation; Carbon dioxide emissions reductions; Household sector; Brazil,
WOS:000207998500007,J,"Murakami, S; Levine, MD; Yoshino, H; Inoue, T; Ikaga, T; Shimoda, Y; Miura, S; Sera, T; Nishio, M; Sakamoto, Y; Fujisaki, W",Overview of energy consumption and GHG mitigation technologies in the building sector of Japan,ENERGY EFFICIENCY,10.1007/s12053-008-9040-8,2009,IPCC; GHG; Building; Energy; Japan,
WOS:000207831600004,J,"Stallworthy, M",Legislating Against Climate Change: A UK Perspective on a Sisyphean Challenge,MODERN LAW REVIEW,10.1111/j.1468-2230.2009.00752.x,2009,,
WOS:000266358900008,J,"Tysoe, S",Carbon capture and storage: pulling down the barriers in the European Union,PROCEEDINGS OF THE INSTITUTION OF MECHANICAL ENGINEERS PART A-JOURNAL OF POWER AND ENERGY,10.1243/09576509JPE626,2009,CO(2); capture; storage; legal; regulatory; issues,
WOS:000264699800007,J,"Lutsey, N; Sperling, D",Greenhouse gas mitigation supply curve for the United States for transport versus other sectors,TRANSPORTATION RESEARCH PART D-TRANSPORT AND ENVIRONMENT,10.1016/j.trd.2008.12.002,2009,Climate change; Cost-effectiveness; Energy policy; Vehicle efficiency,
WOS:000263490400003,J,"Kannan, R; Strachan, N",Modelling the UK residential energy sector under long-term decarbonisation scenarios: Comparison between energy systems and sectoral modelling approaches,APPLIED ENERGY,10.1016/j.apenergy.2008.08.005,2009,Residential sector; MARKAL; Energy system model; CO2 emissions,
WOS:000264645300026,J,"Tonn, B; Healy, KC; Gibson, A; Ashish, A; Cody, P; Beres, D; Lulla, S; Mazur, J; Ritter, AJ",Power from Perspective: Potential future United States energy portfolios,ENERGY POLICY,10.1016/j.enpol.2008.12.019,2009,Energy portfolios; Energy independence; GHG emissions,
WOS:000276704400008,J,"Ahiduzzaman, M; Islam, AKMS",Energy Utilization and Environmental Aspects of Rice Processing Industries in Bangladesh,ENERGIES,10.3390/en20100134,2009,Rice parboiling; Drying; Rice milling; Energy; Emissions,
WOS:000263208500002,J,"Fthenakis, V; Mason, JE; Zweibel, K","The technical, geographical, and economic feasibility for solar energy to supply the energy needs of the US",ENERGY POLICY,10.1016/j.enpol.2008.08.011,2009,Solar; Global climate; Photovoltaics,
WOS:000263208500012,J,"Amiri, S; Trygg, L; Moshfegh, B",Assessment of the natural gas potential for heat and power generation in the County of Ostergotland in Sweden,ENERGY POLICY,10.1016/j.enpol.2008.09.080,2009,Natural gas; CO(2) emissions; Combined heat and power,
WOS:000263208500029,J,"Yan, X; Crookes, RJ",Reduction potentials of energy demand and GHG emissions in China's road transport sector,ENERGY POLICY,10.1016/j.enpol.2008.10.008,2009,Energy demand; GHG emissions; China and road transport,
WOS:000262926400013,J,"Grimes-Casey, HG; Keoleian, GA; Willcox, B",Carbon Emission Targets for Driving Sustainable Mobility with US Light-Duty Vehicles,ENVIRONMENTAL SCIENCE & TECHNOLOGY,10.1021/es801032b,2009,,
WOS:000262380700005,J,"Pye, HOT; Liao, H; Wu, S; Mickley, LJ; Jacob, DJ; Henze, DK; Seinfeld, JH",Effect of changes in climate and emissions on future sulfate-nitrate-ammonium aerosol levels in the United States,JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES,10.1029/2008JD010701,2009,,
WOS:000290045002095,B,"King, KJ; de Ligt, RM; Cary, GJ",Changes in fire and carbon dynamics for projected future climates in the south eastern Australian high country,18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: INTERFACING MODELLING AND SIMULATION WITH MATHEMATICAL AND COMPUTATIONAL SCIENCES,,2009,fire regimes; carbon; FIRESCAPE; FullCAM,
WOS:000290045002119,B,"Dray, A; Asseng, S; Perez, P; Charles, S; Bates, B",SimKat: a virtual laboratory to explore the impact of rainfall variability associated with the A2 climate change scenario on the Western Australian wheat-belt,18TH WORLD IMACS CONGRESS AND MODSIM09 INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: INTERFACING MODELLING AND SIMULATION WITH MATHEMATICAL AND COMPUTATIONAL SCIENCES,,2009,climate change; agent-based modelling; scenarios analysis; wheat-belt; Western Australia,
WOS:000280345900259,S,"Kaizuka, I; Ohigashi, T; Matsukawa, H; Ikki, O",TRENDS IN JAPAN: NEW FRAMEWORK FOR INTRODUCTION OF PV SYSTEM,"2009 34TH IEEE PHOTOVOLTAIC SPECIALISTS CONFERENCE, VOLS 1-3",,2009,,
KJD:ART001329573,J,신임철; 김영신,A Policy Suggestion for the Adaptation of Climate Change in Korea,Atmosphere,,2009,climate change policy; climate change adaptation; climate change science; carbon dioxide; climate change performance index,
WOS:000262902700005,J,"Tan, Z; Tieszen, LL; Tachie-Obeng, E; Liu, S; Dieye, AM","Historical and simulated ecosystem carbon dynamics in Ghana: land use, management, and climate",BIOGEOSCIENCES,10.5194/bg-6-45-2009,2009,,
WOS:000263569400008,J,"Kelly, MJ",Retrofitting the existing UK building stock,BUILDING RESEARCH AND INFORMATION,10.1080/09613210802645924,2009,building stock; carbon dioxide (CO2) reduction; carbon intensity; climate change; public policy; UK,
WOS:000273377900018,J,"Kyle, P; Clarke, L; Pugh, G; Wise, M; Calvin, K; Edmonds, J; Kim, S",The value of advanced technology in meeting 2050 greenhouse gas emissions targets in the United States,ENERGY ECONOMICS,10.1016/j.eneco.2009.09.008,2009,Climate change; Mitigation; Value of technology; Energy efficiency; Renewable energy; Carbon capture and storage; Nuclear energy,
WOS:000273377900016,J,"Paltsev, S; Reilly, JM; Jacoby, HD; Morris, JF",The cost of climate policy in the United States,ENERGY ECONOMICS,10.1016/j.eneco.2009.06.005,2009,Climate policy; Cap-and-trade; Greenhouse gas emission reductions; Energy system; Economic cost,
WOS:000276696400023,B,"Wei, Z; Hong, M","Calculation of Energy Demand,Energy Structure and CO2 Emissions in China(2010-2030)","ENERGY, ENVIRONMENT, ECOSYSTEMS, DEVELOPMENT AND LANDSCAPE ARCHITECTURE",,2009,Urbanization; Industrialization; Energy Demand; Energy Structure; CO2; Emissions,
WOS:000207909600004,J,"Fankhauser, S; Kennedy, D; Skea, J",Building a low-carbon economy: The inaugural report of the UK Committee on Climate Change,ENVIRONMENTAL HAZARDS-HUMAN AND POLICY DIMENSIONS,10.3763/ehaz.2009.0020,2009,climate change risks; GHG mitigation; UK climate policy,
WOS:000265637200023,B,"Zabihian, F; Fung, AS",GREENHOUSE GAS EMISSIONS REDUCTION POTENTIALS IN IRANIAN ELECTRICITY GENERATION SECTOR AND COMPARISON WITH CANADA,"ES2008: PROCEEDINGS OF THE 2ND INTERNATIONAL CONFERENCE ON ENERGY SUSTAINABILITY - 2008, VOL 1",,2009,,
WOS:000263163600008,J,"Sasaki, N; Kim, S",Biomass carbon sinks in Japanese forests: 1966-2012,FORESTRY,10.1093/forestry/cpn049,2009,,
WOS:000276074401097,S,"Coleman, DL",Transport Infrastructure Rationale for Carbon Dioxide Capture & Storage in the European Union to 2050,GREENHOUSE GAS CONTROL TECHNOLOGIES 9,10.1016/j.egypro.2009.01.219,2009,Infrastructure; CO2; transport; pipeline; capture; storage,
WOS:000276074403102,S,"Schumacher, K; Sands, R",Greenhouse gas mitigation in a carbon constrained world - the role of CCS in Germany,GREENHOUSE GAS CONTROL TECHNOLOGIES 9,10.1016/j.egypro.2009.02.175,2009,energy efficiency; fuel switching; carbon dioxide capture and storage; general equilibrium modeling; climate policy,
