index1,topic_charact,number_of_abs,title
19520,25_flood_risk_coastal_sea_disast,284,Estimation of the effects of climate change on flood-triggered economic losses in Japan
19521,25_flood_risk_coastal_sea_disast,284,Using big data in early warning system of flash floods in mauritius
19522,25_flood_risk_coastal_sea_disast,284,Projecting age-stratified risk of exposure to inland flooding and wildfire smoke in the United States under two climate scenarios
19523,25_flood_risk_coastal_sea_disast,284,"Future projection of flood inundation considering land-use changes and land subsidence in Jakarta, Indonesia"
19524,25_flood_risk_coastal_sea_disast,284,"A globally deployable strategy for co-development of adaptation preferences to sea-level rise: the public participation case of Santos, Brazil"
19525,25_flood_risk_coastal_sea_disast,284,Hazard Risks and Their Impact on Critical Infrastructures (Case Analysis - Natural Gas Networks of Italy and Romania)
19526,25_flood_risk_coastal_sea_disast,284,A new pattern of risk management: The Hyogo Framework for Action and Italian practise
19527,25_flood_risk_coastal_sea_disast,284,PRELIMINARY ANALYSIS OF COPERNICUS DATA FOR NATURAL HAZARDS MONITORING OF THE BULGARIAN BLACK SEA COASTAL ZONE
19528,25_flood_risk_coastal_sea_disast,284,"Surveying Perception of Landslide Risk Management Performance, a Case Study in Norway"
19529,25_flood_risk_coastal_sea_disast,284,Rapid escalation of coastal flood exposure in US municipalities from sea level rise
19530,25_flood_risk_coastal_sea_disast,284,Projection of future extreme precipitation and flood changes of the Jinsha River basin in China Based on CMIP5 climate models
19531,25_flood_risk_coastal_sea_disast,284,Hazard analysis for the sea level rise in the south-west coast of Sri Lanka
19532,25_flood_risk_coastal_sea_disast,284,Flood risk assessment of major river basins in the philippines
19533,25_flood_risk_coastal_sea_disast,284,"Computing the relative land subsidence at Venice, Italy, over the last fifty years"
19534,25_flood_risk_coastal_sea_disast,284,DNDC Modeling for Greenhouse Gases Emission in Rice Paddy of South Korea and the Effect of Flooding Management Change and RCP 8.5 Scenario
19535,25_flood_risk_coastal_sea_disast,284,Climate Change Impact on Flood Frequency and Source Area in Northern Iran under CMIP5 Scenarios
19536,25_flood_risk_coastal_sea_disast,284,Adaptation to uncertain sea-level rise; how uncertainty in Antarctic mass-loss impacts the coastal adaptation strategy of the Netherlands
19537,25_flood_risk_coastal_sea_disast,284,"Non-linear interactions between sea-level rise, tides, and geomorphic change in the Tamar Estuary, Australia"
19538,25_flood_risk_coastal_sea_disast,284,Drought risk assessment and estimation in vulnerable eco-regions of China: Under the background of climate change
19539,25_flood_risk_coastal_sea_disast,284,Projected sea level rise and changes in extreme storm surge and wave events during the 21st century in the region of Singapore
19540,25_flood_risk_coastal_sea_disast,284,International principles of disaster risk reduction informing NGOs strategies for community based DRR mainstreaming: The Bangladesh context
19541,25_flood_risk_coastal_sea_disast,284,Sea-level rise along the Emilia-Romagna coast (Northern Italy) in 2100: Scenarios and impacts
19542,25_flood_risk_coastal_sea_disast,284,"Joint effects of storm surge and sea-level rise on US Coasts: new economic estimates of impacts, adaptation, and benefits of mitigation policy"
19543,25_flood_risk_coastal_sea_disast,284,Awareness of sea-level response under climate change on the coast of Ghana
19544,25_flood_risk_coastal_sea_disast,284,A climate-change risk assessment for carbon sequestration of terrestrial ecosystem: A case of farming-pastoral ecotone of northern China
19545,25_flood_risk_coastal_sea_disast,284,Retrospective analyses and future predictions of snowmelt-induced acidification: Example from a heavily impacted stream in the Czech Republic
19546,25_flood_risk_coastal_sea_disast,284,On the climate risks in crop production and management in India: A review
19547,25_flood_risk_coastal_sea_disast,284,Observed and projected changes in United States tornado exposure
19548,25_flood_risk_coastal_sea_disast,284,Ecological risk assessment of pesticide mixtures in the alluvial aquifers of central Italy: Toward more realistic scenarios for risk mitigation
19549,25_flood_risk_coastal_sea_disast,284,"Vulnerability of Fishing Communities from Sea-Level Change: A Study of Laemsing District in Chanthaburi Province, Thailand"
19550,25_flood_risk_coastal_sea_disast,284,"Evaluation of the threat from sea-level rise to the mangrove ecosystems in Tieshangang Bay, southern China"
19551,25_flood_risk_coastal_sea_disast,284,"Quantitative evaluation of the risk of Vibrio parahaemolyticus through consumption of raw oysters (Crassostrea corteziensis) in Tepic, Mexico, under the RCP2.6 and RCP8.5 climate scenarios at different time horizons"
19552,25_flood_risk_coastal_sea_disast,284,"Gas flaring, climate change and the Nigeria case"
19553,25_flood_risk_coastal_sea_disast,284,Suggestions on Seismic Risk Management in China Following the World Conferences on Natural Disaster Reduction
19554,25_flood_risk_coastal_sea_disast,284,"Vulnerability assessment of the coastal mangrove ecosystems in Guangxi, China, to sea-level rise"
19555,25_flood_risk_coastal_sea_disast,284,Reducing sea level rise with submerged barriers and dams in Greenland
19556,25_flood_risk_coastal_sea_disast,284,Potential impacts of climate change on extreme weather events in the Niger Delta part of Nigeria
19557,25_flood_risk_coastal_sea_disast,284,Future hydroclimatology of the Mekong River basin simulated using the high-resolution Japan Meteorological Agency (JMA) AGCM
19558,25_flood_risk_coastal_sea_disast,284,Potential impacts of climate change on dengue fever distribution using RCP scenarios in China
19559,25_flood_risk_coastal_sea_disast,284,Multi-factor impact analysis of agricultural production in Bangladesh with climate change
19560,25_flood_risk_coastal_sea_disast,284,Return periods of the August 2010 heavy precipitation in northern Bohemia (Czech Republic) in the present climate and under climate change
19561,25_flood_risk_coastal_sea_disast,284,"Wildfires, fuel treatment and risk mitigation in Australian eucalypt forests: Insights from landscape-scale simulation"
19562,25_flood_risk_coastal_sea_disast,284,"Tourism and beach erosion: valuing the damage of beach erosion for tourism in the Hoi An World Heritage site, Vietnam"
19563,25_flood_risk_coastal_sea_disast,284,Future Indian Space - Risk assessment and organisational structuring
19564,25_flood_risk_coastal_sea_disast,284,Relative sea-level rise and the conterminous United States: Consequences of potential land inundation in terms of population at risk and GDP loss
19565,25_flood_risk_coastal_sea_disast,284,Reducing disaster exacerbated non-communicable diseases through public health infrastructure resilience: Perspectives of Australian disaster service providers
19566,25_flood_risk_coastal_sea_disast,284,"Potential impact of predicted sea level rise on carbon sink function of mangrove ecosystems with special reference to Negombo estuary, Sri Lanka"
19567,25_flood_risk_coastal_sea_disast,284,"Chronological trends in maximum and minimum water flows of the Teesta River, Bangladesh, and its implications"
19568,25_flood_risk_coastal_sea_disast,284,Creating sustainable cities through disaster resilience in Turkey
19569,25_flood_risk_coastal_sea_disast,284,"Post-earthquake denudation and its impacts on ancient civilizations in the Chengdu Longmenshan region, China"
19570,25_flood_risk_coastal_sea_disast,284,"Vulnerability assessment of the coastal wetlands in the Yangtze Estuary, China to sea-level rise"
19571,25_flood_risk_coastal_sea_disast,284,Future coastal defence in the Netherlands: strategies for protection and sustainable development
19572,25_flood_risk_coastal_sea_disast,284,Managing Shoreline Change Under Increasing Sea-Level Rise in Ghana
19573,25_flood_risk_coastal_sea_disast,284,Restless waters: Fossil fuel emissions conditioning a reduction in hydroelectric resources in Chile
19574,25_flood_risk_coastal_sea_disast,284,"A climate change vulnerability framework for Corales del Rosario y San Bernardo National Natural Park, Colombia"
19575,25_flood_risk_coastal_sea_disast,284,Climate change and managing water crisis: Pakistan's perspective
19576,25_flood_risk_coastal_sea_disast,284,"Evaluation of the combined threat from sea-level rise and sedimentation reduction to the coastal wetlands in the Yangtze Estuary, China"
19577,25_flood_risk_coastal_sea_disast,284,"Assessing the seismic risk of cities at fine-scale: a case study of Haidian district in Beijing, China"
19578,25_flood_risk_coastal_sea_disast,284,A modeling study of catchment discharge to Poyang Lake under future climate in China
19579,25_flood_risk_coastal_sea_disast,284,Internal surface condensation risk in facades of Spanish social dwellings
19580,25_flood_risk_coastal_sea_disast,284,Probabilistic assessment and projections of US weather and climate risks and economic damages
19581,25_flood_risk_coastal_sea_disast,284,"Spatio-temporal variations of the flood mitigation service of ecosystem under different climate scenarios in the Upper Reaches of Hanjiang River Basin, China"
19582,25_flood_risk_coastal_sea_disast,284,"Long-term regional environmental risk assessment and future scenario projection at Ningbo, China Coupling the Impact of Sea Level Rise"
19583,25_flood_risk_coastal_sea_disast,284,Exposure and risk assessment of zinc in Japanese surface waters
